a,b,res
0.37,0.12,411393.07
0.37,0.13,410826.11
0.37,0.14,411604.03
0.37,0.15,412266.25
0.37,0.16,412485.28
0.37,0.17,413542.33
0.37,0.18,413645.32
0.37,0.19,413342.94
0.37,0.2,413670.87
0.37,0.21,415159.99
0.37,0.22,416107.37
0.37,0.23,416296.15
0.37,0.24,416960.38
0.37,0.25,417613.30000000005
0.37,0.26,418416.64
0.37,0.27,418753.66000000003
0.37,0.28,419000.59
0.37,0.29,419251.37
0.37,0.3,419322.82999999996
0.37,0.31,419614.56
0.37,0.32,420924.39999999997
0.37,0.33,421020.19999999995
0.37,0.34,421045.0
0.37,0.35000000000000003,421005.52
0.37,0.36,421800.16000000003
0.37,0.37,421851.26
0.37,0.38,421851.26
0.37,0.39,421999.7
0.37,0.4,422303.89
0.37,0.41000000000000003,422456.52
0.37,0.42,422632.62
0.37,0.43,422996.26
0.37,0.44,422813.45
0.37,0.45,422813.45
0.37,0.46,422721.16000000003
0.37,0.47000000000000003,422815.77
0.37,0.48,422815.77
0.37,0.49,422842.1
0.37,0.5,422839.62
0.37,0.51,422881.34
0.37,0.52,422881.34
0.37,0.53,422615.20999999996
0.37,0.54,422330.73
0.37,0.55,422472.06
0.37,0.56,422472.63
0.37,0.5700000000000001,422349.22000000003
0.37,0.58,422100.12
0.37,0.59,422318.42000000004
0.37,0.6,421737.48
0.37,0.61,419829.49
0.37,0.62,420139.43999999994
0.37,0.63,418975.58
0.37,0.64,418668.56000000006
0.37,0.65,418593.11
0.37,0.66,418593.11
0.37,0.67,418789.68
0.37,0.68,418789.68
0.37,0.6900000000000001,418789.68
0.37,0.7000000000000001,418789.68
0.37,0.71,418789.68
0.37,0.72,418789.68
0.37,0.73,418965.78
0.37,0.74,419071.27
0.37,0.75,419102.0
0.37,0.76,419102.0
0.37,0.77,419102.0
0.37,0.78,419035.11
0.37,0.79,419035.11
0.37,0.8,419035.11
0.37,0.81,419035.11
0.37,0.8200000000000001,419035.11
0.37,0.8300000000000001,419241.29
0.37,0.84,419241.29
0.37,0.85,419241.29
0.37,0.86,419241.29
0.37,0.87,419241.29
0.37,0.88,419219.63
0.37,0.89,419266.83999999997
0.37,0.9,419266.83999999997
0.37,0.91,419266.83999999997
0.37,0.92,419266.83999999997
0.37,0.93,419266.83999999997
0.37,0.9400000000000001,419266.83999999997
0.37,0.9500000000000001,419266.83999999997
0.37,0.96,419266.83999999997
0.37,0.97,419319.65
0.37,0.98,419319.65
0.37,0.99,419319.65
0.37,1.0,419319.65
0.38,0.0,274306.35
0.38,0.01,378068.91000000003
0.38,0.02,385218.11000000004
0.38,0.03,391142.69
0.38,0.04,396700.05000000005
0.38,0.05,399381.03
0.38,0.06,402545.13
0.38,0.07,405384.52
0.38,0.08,404784.54
0.38,0.09,406803.36
0.38,0.1,408053.35
0.38,0.11,410243.56000000006
0.38,0.12,411066.65
0.38,0.13,411194.83999999997
0.38,0.14,411567.61
0.38,0.15,411868.27
0.38,0.16,412370.58
0.38,0.17,413578.18
0.38,0.18,413521.6
0.38,0.19,413647.04
0.38,0.2,413004.82
0.38,0.21,414090.0
0.38,0.22,415708.27
0.38,0.23,416438.44999999995
0.38,0.24,416778.62
0.38,0.25,417424.54000000004
0.38,0.26,417748.98
0.38,0.27,418585.14
0.38,0.28,419128.56
0.38,0.29,419128.56
0.38,0.3,419574.14
0.38,0.31,419689.77
0.38,0.32,420617.86
0.38,0.33,421045.0
0.38,0.34,420993.9
0.38,0.35000000000000003,421617.96
0.38,0.36,421654.69
0.38,0.37,421851.26
0.38,0.38,421833.97
0.38,0.39,422138.16000000003
0.38,0.4,422303.89
0.38,0.41000000000000003,422175.13
0.38,0.42,422431.17000000004
0.38,0.43,422431.17000000004
0.38,0.44,422996.26
0.38,0.45,423086.78
0.38,0.46,422998.58
0.38,0.47000000000000003,422998.58
0.38,0.48,422832.49
0.38,0.49,422684.88
0.38,0.5,422736.21
0.38,0.51,422912.27
0.38,0.52,422615.20999999996
0.38,0.53,422330.73
0.38,0.54,422577.55
0.38,0.55,422577.55
0.38,0.56,422076.01
0.38,0.5700000000000001,421902.98000000004
0.38,0.58,421925.28
0.38,0.59,421498.07999999996
0.38,0.6,419378.77
0.38,0.61,419804.70999999996
0.38,0.62,418787.86
0.38,0.63,418656.94
0.38,0.64,418656.94
0.38,0.65,418668.56000000006
0.38,0.66,418668.56000000006
0.38,0.67,418593.11
0.38,0.68,418593.11
0.38,0.6900000000000001,418789.68
0.38,0.7000000000000001,418789.68
0.38,0.71,418789.68
0.38,0.72,418789.68
0.38,0.73,418789.68
0.38,0.74,418789.68
0.38,0.75,418965.78
0.38,0.76,419071.27
0.38,0.77,419102.0
0.38,0.78,419102.0
0.38,0.79,419102.0
0.38,0.8,419035.11
0.38,0.81,419035.11
0.38,0.8200000000000001,419035.11
0.38,0.8300000000000001,419035.11
0.38,0.84,419035.11
0.38,0.85,419241.29
0.38,0.86,419241.29
0.38,0.87,419241.29
0.38,0.88,419241.29
0.38,0.89,419241.29
0.38,0.9,419219.63
0.38,0.91,419219.63
0.38,0.92,419266.83999999997
0.38,0.93,419266.83999999997
0.38,0.9400000000000001,419266.83999999997
0.38,0.9500000000000001,419266.83999999997
0.38,0.96,419266.83999999997
0.38,0.97,419266.83999999997
0.38,0.98,419266.83999999997
0.38,0.99,419425.14
0.38,1.0,419319.65
0.39,0.0,273644.15
0.39,0.01,376762.14
0.39,0.02,384644.04000000004
0.39,0.03,390991.45
0.39,0.04,397444.19
0.39,0.05,399778.78
0.39,0.06,402348.57000000007
0.39,0.07,405856.01
0.39,0.08,404051.20999999996
0.39,0.09,406862.82
0.39,0.1,407321.47
0.39,0.11,409986.07000000007
0.39,0.12,411279.10000000003
0.39,0.13,411673.73
0.39,0.14,411454.44000000006
0.39,0.15,411609.38
0.39,0.16,412517.89
0.39,0.17,412711.85
0.39,0.18,413161.53
0.39,0.19,413019.04
0.39,0.2,412794.80000000005
0.39,0.21,413871.47
0.39,0.22,415140.28
0.39,0.23,416096.39999999997
0.39,0.24,416457.26
0.39,0.25,417091.93000000005
0.39,0.26,417547.53
0.39,0.27,417731.91000000003
0.39,0.28,418864.56
0.39,0.29,419363.43
0.39,0.3,419599.68
0.39,0.31,419692.14999999997
0.39,0.32,419582.18
0.39,0.33,420642.66000000003
0.39,0.34,421617.96
0.39,0.35000000000000003,421643.07
0.39,0.36,421643.07
0.39,0.37,421654.69
0.39,0.38,421833.97
0.39,0.39,422138.16000000003
0.39,0.4,422009.4
0.39,0.41000000000000003,422175.13
0.39,0.42,422224.99
0.39,0.43,422431.17000000004
0.39,0.44,422521.69000000006
0.39,0.45,423181.39
0.39,0.46,423181.39
0.39,0.47000000000000003,422998.58
0.39,0.48,423015.30000000005
0.39,0.49,422726.60000000003
0.39,0.5,422726.60000000003
0.39,0.51,422549.24
0.39,0.52,422185.6
0.39,0.53,422577.55
0.39,0.54,422344.17000000004
0.39,0.55,422181.5
0.39,0.56,421927.72000000003
0.39,0.5700000000000001,422030.2
0.39,0.58,421300.93999999994
0.39,0.59,419072.23
0.39,0.6,419411.56999999995
0.39,0.61,418556.07
0.39,0.62,418249.05
0.39,0.63,418445.62
0.39,0.64,418480.83999999997
0.39,0.65,418656.94
0.39,0.66,418656.94
0.39,0.67,418668.56000000006
0.39,0.68,418668.56000000006
0.39,0.6900000000000001,418593.11
0.39,0.7000000000000001,418789.68
0.39,0.71,418789.68
0.39,0.72,418789.68
0.39,0.73,418789.68
0.39,0.74,418789.68
0.39,0.75,418789.68
0.39,0.76,418789.68
0.39,0.77,418965.78
0.39,0.78,419071.27
0.39,0.79,419102.0
0.39,0.8,419102.0
0.39,0.81,419102.0
0.39,0.8200000000000001,419035.11
0.39,0.8300000000000001,419035.11
0.39,0.84,419035.11
0.39,0.85,419035.11
0.39,0.86,419035.11
0.39,0.87,419241.29
0.39,0.88,419241.29
0.39,0.89,419241.29
0.39,0.9,419241.29
0.39,0.91,419241.29
0.39,0.92,419241.29
0.39,0.93,419219.63
0.39,0.9400000000000001,419266.83999999997
0.39,0.9500000000000001,419266.83999999997
0.39,0.96,419266.83999999997
0.39,0.97,419266.83999999997
0.39,0.98,419266.83999999997
0.39,0.99,419266.83999999997
0.39,1.0,419266.83999999997
0.4,0.0,273341.44
0.4,0.01,376215.83
0.4,0.02,384684.28
0.4,0.03,391486.45999999996
0.4,0.04,396984.74
0.4,0.05,399861.16000000003
0.4,0.06,402228.25
0.4,0.07,405030.35000000003
0.4,0.08,404725.33999999997
0.4,0.09,406560.43
0.4,0.1,406987.66000000003
0.4,0.11,409397.8
0.4,0.12,409737.63
0.4,0.13,412161.34
0.4,0.14,411215.81
0.4,0.15,411935.51
0.4,0.16,412180.85
0.4,0.17,412015.80000000005
0.4,0.18,412854.96
0.4,0.19,413005.76
0.4,0.2,413330.10000000003
0.4,0.21,413611.98
0.4,0.22,414637.52
0.4,0.23,415878.6
0.4,0.24,416408.65
0.4,0.25,417100.5
0.4,0.26,417222.80000000005
0.4,0.27,418023.29000000004
0.4,0.28,418813.93999999994
0.4,0.29,419099.13
0.4,0.3,419566.95999999996
0.4,0.31,419582.18
0.4,0.32,419606.98
0.4,0.33,419555.88
0.4,0.34,421215.62
0.4,0.35000000000000003,421643.07
0.4,0.36,421643.07
0.4,0.37,421625.78
0.4,0.38,421866.38
0.4,0.39,421812.83
0.4,0.4,422009.4
0.4,0.41000000000000003,422059.26
0.4,0.42,422224.99
0.4,0.43,422224.99
0.4,0.44,422410.12
0.4,0.45,422616.30000000005
0.4,0.46,423181.39
0.4,0.47000000000000003,423198.11
0.4,0.48,422909.41000000003
0.4,0.49,422909.41000000003
0.4,0.5,422477.33
0.4,0.51,422422.81
0.4,0.52,422422.81
0.4,0.53,422309.01
0.4,0.54,422212.43
0.4,0.55,421927.72000000003
0.4,0.56,422030.2
0.4,0.5700000000000001,421283.02
0.4,0.58,419288.63
0.4,0.59,419411.0
0.4,0.6,418358.93
0.4,0.61,418052.48
0.4,0.62,418249.05
0.4,0.63,418249.05
0.4,0.64,418445.62
0.4,0.65,418445.62
0.4,0.66,418656.94
0.4,0.67,418656.94
0.4,0.68,418668.56000000006
0.4,0.6900000000000001,418668.56000000006
0.4,0.7000000000000001,418593.11
0.4,0.71,418593.11
0.4,0.72,418789.68
0.4,0.73,418789.68
0.4,0.74,418789.68
0.4,0.75,418789.68
0.4,0.76,418789.68
0.4,0.77,418789.68
0.4,0.78,418789.68
0.4,0.79,419071.27
0.4,0.8,419071.27
0.4,0.81,419102.0
0.4,0.8200000000000001,419102.0
0.4,0.8300000000000001,419102.0
0.4,0.84,419035.11
0.4,0.85,419035.11
0.4,0.86,419035.11
0.4,0.87,419035.11
0.4,0.88,419035.11
0.4,0.89,419241.29
0.4,0.9,419241.29
0.4,0.91,419241.29
0.4,0.92,419241.29
0.4,0.93,419241.29
0.4,0.9400000000000001,419241.29
0.4,0.9500000000000001,419219.63
0.4,0.96,419266.83999999997
0.4,0.97,419266.83999999997
0.4,0.98,419266.83999999997
0.4,0.99,419266.83999999997
0.4,1.0,419266.83999999997
0.41000000000000003,0.0,273294.45999999996
0.41000000000000003,0.01,376552.9
0.41000000000000003,0.02,384339.27
0.41000000000000003,0.03,391679.01
0.41000000000000003,0.04,397330.80000000005
0.41000000000000003,0.05,399801.79
0.41000000000000003,0.06,401865.19000000006
0.41000000000000003,0.07,404886.8
0.41000000000000003,0.08,405694.11
0.41000000000000003,0.09,405563.34
0.41000000000000003,0.1,406650.82
0.41000000000000003,0.11,408638.2
0.41000000000000003,0.12,409522.13
0.41000000000000003,0.13,412245.56
0.41000000000000003,0.14,412004.23
0.41000000000000003,0.15,412076.52
0.41000000000000003,0.16,412400.66000000003
0.41000000000000003,0.17,412361.45
0.41000000000000003,0.18,412140.65
0.41000000000000003,0.19,413123.52999999997
0.41000000000000003,0.2,413413.47
0.41000000000000003,0.21,413586.14
0.41000000000000003,0.22,414169.73
0.41000000000000003,0.23,415006.82999999996
0.41000000000000003,0.24,416391.36
0.41000000000000003,0.25,416800.54000000004
0.41000000000000003,0.26,417246.83999999997
0.41000000000000003,0.27,417821.84
0.41000000000000003,0.28,418094.75
0.41000000000000003,0.29,419088.93
0.41000000000000003,0.3,419569.33999999997
0.41000000000000003,0.31,419459.37
0.41000000000000003,0.32,419606.98
0.41000000000000003,0.33,420179.94
0.41000000000000003,0.34,420205.05
0.41000000000000003,0.35000000000000003,421240.73
0.41000000000000003,0.36,421625.78
0.41000000000000003,0.37,421550.57
0.41000000000000003,0.38,421866.38
0.41000000000000003,0.39,421812.83
0.41000000000000003,0.4,421862.69
0.41000000000000003,0.41000000000000003,422059.26
0.41000000000000003,0.42,422059.26
0.41000000000000003,0.43,422315.51
0.41000000000000003,0.44,422410.12
0.41000000000000003,0.45,422410.12
0.41000000000000003,0.46,422633.02
0.41000000000000003,0.47000000000000003,423050.5
0.41000000000000003,0.48,422968.81
0.41000000000000003,0.49,422501.52
0.41000000000000003,0.5,422605.62
0.41000000000000003,0.51,422422.81
0.41000000000000003,0.52,422299.4
0.41000000000000003,0.53,422026.76
0.41000000000000003,0.54,421782.59
0.41000000000000003,0.55,422184.54000000004
0.41000000000000003,0.56,421283.02
0.41000000000000003,0.5700000000000001,419288.63
0.41000000000000003,0.58,419516.49
0.41000000000000003,0.59,418464.42
0.41000000000000003,0.6,418157.39999999997
0.41000000000000003,0.61,418051.91
0.41000000000000003,0.62,418052.48
0.41000000000000003,0.63,418052.48
0.41000000000000003,0.64,418249.05
0.41000000000000003,0.65,418249.05
0.41000000000000003,0.66,418445.62
0.41000000000000003,0.67,418480.83999999997
0.41000000000000003,0.68,418656.94
0.41000000000000003,0.6900000000000001,418656.94
0.41000000000000003,0.7000000000000001,418668.56000000006
0.41000000000000003,0.71,418668.56000000006
0.41000000000000003,0.72,418593.11
0.41000000000000003,0.73,418593.11
0.41000000000000003,0.74,418789.68
0.41000000000000003,0.75,418789.68
0.41000000000000003,0.76,418789.68
0.41000000000000003,0.77,418789.68
0.41000000000000003,0.78,418789.68
0.41000000000000003,0.79,418789.68
0.41000000000000003,0.8,418789.68
0.41000000000000003,0.81,419071.27
0.41000000000000003,0.8200000000000001,419071.27
0.41000000000000003,0.8300000000000001,419102.0
0.41000000000000003,0.84,419102.0
0.41000000000000003,0.85,419102.0
0.41000000000000003,0.86,419035.11
0.41000000000000003,0.87,419035.11
0.41000000000000003,0.88,419035.11
0.41000000000000003,0.89,419035.11
0.41000000000000003,0.9,419035.11
0.41000000000000003,0.91,419035.11
0.41000000000000003,0.92,419241.29
0.41000000000000003,0.93,419241.29
0.41000000000000003,0.9400000000000001,419241.29
0.41000000000000003,0.9500000000000001,419241.29
0.41000000000000003,0.96,419241.29
0.41000000000000003,0.97,419219.63
0.41000000000000003,0.98,419219.63
0.41000000000000003,0.99,419266.83999999997
0.41000000000000003,1.0,419266.83999999997
0.42,0.0,273133.97
0.42,0.01,375059.07
0.42,0.02,383300.81000000006
0.42,0.03,392268.79000000004
0.42,0.04,396994.07999999996
0.42,0.05,399505.11000000004
0.42,0.06,401162.7
0.42,0.07,403899.93000000005
0.42,0.08,405772.97000000003
0.42,0.09,405299.29000000004
0.42,0.1,406910.83
0.42,0.11,408314.94
0.42,0.12,408947.79000000004
0.42,0.13,411425.63
0.42,0.14,411567.29000000004
0.42,0.15,412112.95
0.42,0.16,412251.12
0.42,0.17,412287.03
0.42,0.18,412032.28
0.42,0.19,412784.4
0.42,0.2,413560.8
0.42,0.21,413980.98
0.42,0.22,413945.72
0.42,0.23,414482.83999999997
0.42,0.24,416255.53
0.42,0.25,416524.20999999996
0.42,0.26,416905.01
0.42,0.27,417489.23
0.42,0.28,417981.2
0.42,0.29,418298.28
0.42,0.3,419107.17000000004
0.42,0.31,419484.17
0.42,0.32,419433.07
0.42,0.33,420153.94999999995
0.42,0.34,420205.05
0.42,0.35000000000000003,420129.83999999997
0.42,0.36,421148.23
0.42,0.37,421854.76
0.42,0.38,421801.21
0.42,0.39,421812.83
0.42,0.4,421862.69
0.42,0.41000000000000003,421862.69
0.42,0.42,422149.78
0.42,0.43,422244.39
0.42,0.44,422410.12
0.42,0.45,422426.84
0.42,0.46,422279.23000000004
0.42,0.47000000000000003,422403.72000000003
0.42,0.48,422501.52
0.42,0.49,422788.43
0.42,0.5,422605.62
0.42,0.51,422482.20999999996
0.42,0.52,422283.09
0.42,0.53,421772.98
0.42,0.54,421998.87
0.42,0.55,421238.25
0.42,0.56,419266.91000000003
0.42,0.5700000000000001,419516.49
0.42,0.58,418697.80000000005
0.42,0.59,418157.39999999997
0.42,0.6,418157.39999999997
0.42,0.61,418157.39999999997
0.42,0.62,418051.91
0.42,0.63,418051.91
0.42,0.64,418052.48
0.42,0.65,418249.05
0.42,0.66,418249.05
0.42,0.67,418445.62
0.42,0.68,418445.62
0.42,0.6900000000000001,418480.83999999997
0.42,0.7000000000000001,418656.94
0.42,0.71,418656.94
0.42,0.72,418668.56000000006
0.42,0.73,418668.56000000006
0.42,0.74,418593.11
0.42,0.75,418593.11
0.42,0.76,418789.68
0.42,0.77,418789.68
0.42,0.78,418789.68
0.42,0.79,418789.68
0.42,0.8,418789.68
0.42,0.81,418789.68
0.42,0.8200000000000001,418789.68
0.42,0.8300000000000001,419071.27
0.42,0.84,419071.27
0.42,0.85,418971.26
0.42,0.86,419102.0
0.42,0.87,419102.0
0.42,0.88,419035.11
0.42,0.89,419035.11
0.42,0.9,419035.11
0.42,0.91,419035.11
0.42,0.92,419035.11
0.42,0.93,419035.11
0.42,0.9400000000000001,419241.29
0.42,0.9500000000000001,419241.29
0.42,0.96,419241.29
0.42,0.97,419241.29
0.42,0.98,419241.29
0.42,0.99,419241.29
0.42,1.0,419219.63
0.43,0.0,272244.05
0.43,0.01,375163.54000000004
0.43,0.02,383219.72
0.43,0.03,392594.5
0.43,0.04,397585.94
0.43,0.05,400337.37
0.43,0.06,401365.0
0.43,0.07,402973.48000000004
0.43,0.08,405671.97
0.43,0.09,404012.18000000005
0.43,0.1,405768.0
0.43,0.11,407186.84
0.43,0.12,409575.05000000005
0.43,0.13,410406.0
0.43,0.14,412127.47
0.43,0.15,411773.64
0.43,0.16,412251.12
0.43,0.17,412378.11
0.43,0.18,412440.99
0.43,0.19,412771.91
0.43,0.2,413969.91
0.43,0.21,414189.72
0.43,0.22,414002.95999999996
0.43,0.23,414539.9
0.43,0.24,415580.02
0.43,0.25,416354.69
0.43,0.26,416911.43999999994
0.43,0.27,417374.81
0.43,0.28,417764.22
0.43,0.29,418300.66
0.43,0.3,418798.53
0.43,0.31,419131.97
0.43,0.32,420057.13
0.43,0.33,420114.95999999996
0.43,0.34,420129.83999999997
0.43,0.35000000000000003,420112.55
0.43,0.36,420416.74
0.43,0.37,421595.44000000006
0.43,0.38,421801.21
0.43,0.39,421851.07
0.43,0.4,421862.69
0.43,0.41000000000000003,421953.20999999996
0.43,0.42,422047.82
0.43,0.43,422244.39
0.43,0.44,422261.11
0.43,0.45,422426.84
0.43,0.46,422197.54000000004
0.43,0.47000000000000003,421913.06000000006
0.43,0.48,422223.34
0.43,0.49,422605.62
0.43,0.5,422665.02
0.43,0.51,422465.9
0.43,0.52,421845.82
0.43,0.53,422267.82999999996
0.43,0.54,419824.2
0.43,0.55,419490.68
0.43,0.56,419141.2
0.43,0.5700000000000001,418319.29
0.43,0.58,418188.32999999996
0.43,0.59,418157.39999999997
0.43,0.6,418157.39999999997
0.43,0.61,418157.39999999997
0.43,0.62,418157.39999999997
0.43,0.63,418051.91
0.43,0.64,418051.91
0.43,0.65,418052.48
0.43,0.66,418052.48
0.43,0.67,418249.05
0.43,0.68,418249.05
0.43,0.6900000000000001,418445.62
0.43,0.7000000000000001,418445.62
0.43,0.71,418656.94
0.43,0.72,418656.94
0.43,0.73,418668.56000000006
0.43,0.74,418668.56000000006
0.43,0.75,418668.56000000006
0.43,0.76,418593.11
0.43,0.77,418789.68
0.43,0.78,418789.68
0.43,0.79,418789.68
0.43,0.8,418789.68
0.43,0.81,418789.68
0.43,0.8200000000000001,418789.68
0.43,0.8300000000000001,418789.68
0.43,0.84,418789.68
0.43,0.85,419071.27
0.43,0.86,419071.27
0.43,0.87,418971.26
0.43,0.88,419102.0
0.43,0.89,419102.0
0.43,0.9,419035.11
0.43,0.91,419035.11
0.43,0.92,419035.11
0.43,0.93,419035.11
0.43,0.9400000000000001,419035.11
0.43,0.9500000000000001,419035.11
0.43,0.96,419241.29
0.43,0.97,419241.29
0.43,0.98,419241.29
0.43,0.99,419241.29
0.43,1.0,419241.29
0.44,0.0,272162.95999999996
0.44,0.01,375382.32999999996
0.44,0.02,383752.61
0.44,0.03,391692.83999999997
0.44,0.04,397804.34
0.44,0.05,400805.27
0.44,0.06,402598.45000000007
0.44,0.07,401685.46
0.44,0.08,404075.47000000003
0.44,0.09,402788.06
0.44,0.1,406091.71
0.44,0.11,406887.21
0.44,0.12,409050.4
0.44,0.13,410240.79000000004
0.44,0.14,412366.95
0.44,0.15,412585.23
0.44,0.16,412495.47000000003
0.44,0.17,412421.61
0.44,0.18,412529.19
0.44,0.19,412610.11
0.44,0.2,413816.62
0.44,0.21,414097.68
0.44,0.22,414325.49
0.44,0.23,414201.85000000003
0.44,0.24,414605.83
0.44,0.25,415769.13
0.44,0.26,416805.94999999995
0.44,0.27,417192.33999999997
0.44,0.28,417649.80000000005
0.44,0.29,417989.24
0.44,0.3,418215.49
0.44,0.31,418955.04000000004
0.44,0.32,419603.73
0.44,0.33,420007.03
0.44,0.34,420039.75
0.44,0.35000000000000003,420112.55
0.44,0.36,420416.74
0.44,0.37,420363.19
0.44,0.38,421645.30000000005
0.44,0.39,421851.07
0.44,0.4,421851.07
0.44,0.41000000000000003,422047.81999999995
0.44,0.42,422047.81999999995
0.44,0.43,422047.82
0.44,0.44,422137.7
0.44,0.45,422031.81000000006
0.44,0.46,421747.33
0.44,0.47000000000000003,422017.16000000003
0.44,0.48,422017.16000000003
0.44,0.49,421827.29
0.44,0.5,422063.47000000003
0.44,0.51,422053.06
0.44,0.52,422216.26
0.44,0.53,420007.01
0.44,0.54,419673.49
0.44,0.55,419141.2
0.44,0.56,418309.68
0.44,0.5700000000000001,418002.66
0.44,0.58,418012.26999999996
0.44,0.59,418188.32999999996
0.44,0.6,418157.39999999997
0.44,0.61,418157.39999999997
0.44,0.62,418157.39999999997
0.44,0.63,418157.39999999997
0.44,0.64,418157.39999999997
0.44,0.65,418051.91
0.44,0.66,418051.91
0.44,0.67,418052.48
0.44,0.68,418249.05
0.44,0.6900000000000001,418249.05
0.44,0.7000000000000001,418445.62
0.44,0.71,418445.62
0.44,0.72,418480.83999999997
0.44,0.73,418656.94
0.44,0.74,418656.94
0.44,0.75,418668.56000000006
0.44,0.76,418668.56000000006
0.44,0.77,418593.11
0.44,0.78,418593.11
0.44,0.79,418789.68
0.44,0.8,418789.68
0.44,0.81,418789.68
0.44,0.8200000000000001,418789.68
0.44,0.8300000000000001,418789.68
0.44,0.84,418789.68
0.44,0.85,418789.68
0.44,0.86,418789.68
0.44,0.87,419071.27
0.44,0.88,419071.27
0.44,0.89,418971.26
0.44,0.9,419102.0
0.44,0.91,419102.0
0.44,0.92,419035.11
0.44,0.93,419035.11
0.44,0.9400000000000001,419035.11
0.44,0.9500000000000001,419035.11
0.44,0.96,419035.11
0.44,0.97,419035.11
0.44,0.98,419241.29
0.44,0.99,419241.29
0.44,1.0,419241.29
0.45,0.0,272451.6
0.45,0.01,375381.1
0.45,0.02,383601.95000000007
0.45,0.03,392025.91000000003
0.45,0.04,399095.04000000004
0.45,0.05,398752.0
0.45,0.06,400100.14
0.45,0.07,400643.80000000005
0.45,0.08,403960.8
0.45,0.09,402981.13
0.45,0.1,406093.24
0.45,0.11,407533.33
0.45,0.12,409254.74
0.45,0.13,410100.38
0.45,0.14,412911.32
0.45,0.15,412789.77
0.45,0.16,412551.89
0.45,0.17,412479.53
0.45,0.18,412530.30000000005
0.45,0.19,413084.83999999997
0.45,0.2,413973.87
0.45,0.21,414290.66000000003
0.45,0.22,414503.91000000003
0.45,0.23,414324.83999999997
0.45,0.24,414645.82
0.45,0.25,415690.92
0.45,0.26,416482.66
0.45,0.27,417080.94000000006
0.45,0.28,417542.21
0.45,0.29,417681.43
0.45,0.3,417962.94
0.45,0.31,418713.24
0.45,0.32,419654.83
0.45,0.33,420007.03
0.45,0.34,419989.74
0.45,0.35000000000000003,420416.74
0.45,0.36,420363.19
0.45,0.37,420363.19
0.45,0.38,421448.73
0.45,0.39,421645.30000000005
0.45,0.4,421941.58999999997
0.45,0.41000000000000003,422036.19999999995
0.45,0.42,422047.81999999995
0.45,0.43,421941.13
0.45,0.44,421550.76
0.45,0.45,421994.15
0.45,0.46,421940.2
0.45,0.47000000000000003,421728.02
0.45,0.48,421621.11
0.45,0.49,421448.08
0.45,0.5,421799.39999999997
0.45,0.51,421827.27
0.45,0.52,420313.23
0.45,0.53,419856.3
0.45,0.54,419324.01
0.45,0.55,418492.49
0.45,0.56,418002.66
